chapter,verse,sanskrit,hindi,english
3,11,देवान्भावयतानेन ते देवा भावयन्तु वः। परस्परं भावयन्तः श्रेयः परमवाप्स्यथ॥११॥,तुम लोग इस यज्ञ के द्वारा देवताओं को उन्नत करो और वे देवता तुम लोगों को उन्नत करें। इस प्रकार निःस्वार्थभाव से एक-दूसरे को उन्नत करते हुए तुम लोग परम कल्याण को प्राप्त हो जाओगे॥११॥,"Foster the gods through this (sacrifice), and let the gods be gracious to you. Each fostering other disinterestedly, you will attain the highest good."
3,12,इष्टान्भोगान्देवा दास्यन्ते यज्ञभाविताः। तेर्दत्तानप्रदायैथो यो भुक्ते स्तेन एव सः॥१२॥,"यज्ञ के द्वारा बढ़ाये हुए देवता तुम लोगों को बिना माँगे ही इच्छित भोग निश्चित ही देते रहेंगे। इस प्रकार उन देवताओं के द्वारा दिये हुए भोगों को जो पुरुष उनको बिना दिये स्वयं भोगता है, वह चोर ही है॥१२॥","Fostered by sacrifice, the gods will surely bestow on you unasked all the desired enjoyments. He who enjoys the gifts bestowed by them, without giving them in return, is undoubtedly a thief."
3,13,यज्ञशिष्टाशिनः सन्तो मुच्यन्ते सर्वकिल्बिषेः। भुज्यते ते त्वयं पापा ये पचन्यात्मकारणात्॥१३॥,"यज्ञ से बचे हुए अन्न को खाने वाले श्रेष्ठ पुरुष सब पापों से मुक्त हो जाते हैं और जो पापी लोग अपना शरीर पोषण करने के लिये ही अन्न पकाते हैं, वे तो पाप को खाते हैं॥१३॥",The men who eat the remnants of sacrifices are freed from all sins; but those who cook food only for their own body’s nourishment eat sin.
3,14,अन्नाद्भवन्ति भूतानि पर्जन्याद्वसन्तं भवः | यज्ञाद्भवति पर्ज्ञो यज्ञः कर्मसमुद्भवः || १४ ||,"सम्पूर्ण प्राणी अन्न से उत्पन्न होते हैं, अन्न की उत्पत्ति वर्षा से होती है, वर्षा यज्ञ से होती है।",All beings are evolved from food; production of food is dependent on rain; rain ensues from sacrifice.
3,15,कर्म ब्रह्मोद्भवं विद्धि ब्रह्मास्रसमुद्भवम् | तस्मात्सर्वगतं ब्रह्म नित्यं यज्ञे प्रतिष्ठितम् || १५ ||,और यज्ञ विहित कर्मों से उत्पन्न होने वाला है। कर्म समुदाय को तू वेद से उत्पन्न और वेद को अविनाशी परमात्मा से उत्पन्न हुआ जान। इससे सिद्ध होता है कि सर्वव्यापी परम अक्षर परमात्मा सदा ही यज्ञ में प्रतिष्ठित है।,"And sacrifice is rooted in prescribed action. Know that prescribed action has its origin in the Vedas, and the Vedas proceed from the Indestructible (God); hence the all-pervading supreme imperishable Spirit is always established in sacrifice."
3,16,एवं प्रवर्तितं चक्रं नानुवर्तयतीह यः। अधायुरिन्द्रियारामो मोघं पार्थ स जीवति॥१६॥,"हे पार्थ! जो पुरुष इस लोक में इस प्रकार परम्परा से प्रचलित सृष्टि चक्र के अनुकूल नहीं बरतता अर्थात् अपने कर्तव्य का पालन नहीं करता, वह इन्द्रियों के द्वारा भोगों में रमण करने वाला पापायु पुरुष व्यर्थ ही जीता है॥१६॥","Arjuna, he who does not follow the wheel of creation thus set going in this world (i.e., does not perform his duties), sinful and sensual, he lives in vain."
3,17,यस्त्वात्मरतिरेव स्यादात्मतृप्तश्च मानवः। आत्मन्येव च सन्तुष्टस्तस्य कार्यं न विद्यते॥१७॥,परन्तु जो मनुष्य आत्मा में ही रमण करने वाला और आत्मा में ही तृप्त तथा आत्मा में ही सन्तुष्ट हो उसके लिये कोई कर्तव्य नहीं है॥ १७॥,"He, however, who takes delight in the self alone and is gratified with the Self, and is contented in the self, has no duty. (17)"
3,18,नैव तस्य कृतेनार्थो नाकृतेनह कश्चन। न चास्य सर्वभूतेषु कश्चिदर्धव्यपाश्रयः॥१८॥,उस महापुरुष का इस विश्व में न तो कर्म करने से कोई प्रयोजन रहता है और न कर्मों के न करने से ही कोई प्रयोजन रहता है। तथा सम्पूर्ण प्राणियों में भी इसका किञ्चन्मात्र भी स्वार्थ का सम्बन्ध नहीं रहता॥१८॥,In this world that great soul has no use whatsoever for things done nor for things not done; nor has he selfish dependence of any kind on any creature.
3,19,तस्मादसक्तः सततं कार्यं कर्म समाचर। असक्तो ह्याचरन्कर्म परमाप्नोति पूरुषः॥१९॥,इसलिए तू निरंतर आसक्ति से रहित होकर सदा कर्तव्य कर्म को भलीभाँति करता रह। क्योंकि आसक्ति से रहित होकर कर्म करता हुआ मनुष्य परमात्मा को प्राप्त हो जाता है॥१९॥,"Therefore, go on efficiently doing your duty without attachment. Doing work without attachment man attains the Supreme. (19)"
3,20,कर्मणैव हि संसिद्धिमास्थिता जनकादयः। लोकसंग्रहमेवापि संपश्यन्कर्तुमर्हसि॥२०॥,जनकादि ज्ञानीजन भी आसक्ति रहित कर्मद्वारा ही परम सिद्धि को प्राप्त हुए थे। इसलिए तथा लोक संग्रह को देखते हुए भी तू कर्म करने को ही योग्य है अर्थात तुझे कर्म करना ही उचित है॥२०॥,It is through action (without attachment) alone that Janaka and otherwise men reached perfection. Having an eye to maintenance of the world order too you should take to action. (20)
3,21,यथादाचरति श्रेष्ठस्तत्तदेवेतरो जनः। स यत्प्रमाणं कुरुते लोकस्तदनुवर्तते॥२१॥,"श्रेष्ठ पुरुष जो-जो आचरण करता है, अन्य पुरुष भी वैसा-वैसा ही आचरण करते हैं। वह जो कुछ प्रमाण कर देता है, समस्त मनुष्य समुदाय उसी के अनुसार बरतने लग जाता है॥२१॥","For whatever a great man does, that very thing other men also do; whatever standard he sets up; the generality of men follow the same."
3,22,न मे पार्थास्ति कर्तव्यं त्रिषु लोकेषु किञ्चन। नानवाप्तमवाप्तव्यं वर्त एव च कर्मणि॥२२॥,"हे अर्जुन! मुझे इन तीनों लोकों में न तो कुछ कर्तव्य है और न कोई भी प्राप्त करने योग्य वस्तु अप्राप्त है, तो भी मैं कर्म में ही बरतता हूँ॥२२॥","Arjuna, there is nothing in all the three worlds that ought to be done by me, nor is there anything unattained that is worth attaining; yet I engage in action."
3,23,यदि ह्यहं न वर्तेयं जातु कर्मण्यतन्द्रितः । मम वर्त्स्युत्तमसे मनुष्याः पार्थ सर्वशः ॥२३॥,क्योंकि हे पार्थ ! यदि कदाचित् मैं सावधान होकर कर्मों में न बरतूँ तो बड़ी हानि हो जाय; क्योंकि मनुष्य सब प्रकार से मेरे ही मार्ग का अनुसरण करते हैं ॥२३॥,"Should I not engage in action, scrupulously at any time, great harm will come to the world; for, Arjuna, men follow My way in all matters. (23)"
3,24,उत्तीदेयुरिस्मे लोकाः न कुर्यां कर्म चेदहम् । संकरस्य च कर्ता स्यामुपह्न्यामिमाः प्रजा: ॥२४॥,इसलिए यदि मैं कर्म न करूँ तो ये सब मनुष्य नष्ट-भ्रष्ट हो जायँ और मैं संकरता का करने वाला होऊँ तथा इस समस्त प्रजा को नष्ट करने वाला बनूँ ॥२४॥,"If I cease to act, these worlds will perish; nay, I should prove to be the cause of confusion, and of the destruction of these people. (24)"
3,25,सक्ताः कर्मण्यविद्वांसो यथा कुर्वन्ति भारत । कुर्याद्धिद्धांसतथासक्ताश्चिकीर्षुर्लोकसंग्रहम् ॥२५॥,"हे भारत ! कर्म में आसक्त हुए अज्ञानीजन जिस प्रकार कर्म करते हैं, आसक्ति रहित विद्वान् भी लोक संग्रह करना चाहता हुआ उसी प्रकार कर्म करे ॥२५॥","Arjuna, as the unwise act with attachment, so should the wise man, seeking maintenance of the world order, act without attachment."
3,26,न बुद्धिभेदं जनयेदज्ञानां कर्मसङ्गिनाम् । जोषयेत्सर्वकर्माणि विद्वान्युक्तः समाचरन् ॥२६॥,"परमात्मा स्वरूप में अटल स्थित हुए ज्ञानी पुरुष को चाहिये कि वह शास्त्र विहित कर्मों में आसक्ति वाले अज्ञानीयों की बुद्धि में भ्रम अर्थात् कर्मों में अश्रद्धा उत्पन्न न करे, किंतु स्वयं शास्त्र विहित समस्त कर्म भलीभाँति करता हुआ उनसे भी वैसे ही करवावे ॥२६॥","A wise man established in the Self, should not unsettle the mind of the ignorant attached to action, but should perform all prescribed duties properly and also make others do the same."
3,27,प्रकृतिः क्रियमाणानि गुणेः कर्माणि सर्वशः | अहंकारविमूढात्मा कर्ताहमिति मन्यते || २७ ||,"वास्तव में सम्पूर्ण कर्म सब प्रकार से प्रकृति के गुणों द्वारा किये जाते हैं तो भी जिसका अन्तःकरण अहंकार से मोहित हो रहा है, ऐसा अज्ञानी 'मैं कर्ता हूँ' ऐसा मानता है। २७","All actions are being performed by the modes of Prakrti (Primordial Matter). The fool, whose mind is deluded by egoism, thinks: “I am the doer.” (27)"
3,28,तत्त्ववित् महाबाहो गुणकर्मविभागयः | गुणा गुणेषु वर्तन्त इति मत्वा न सज्जते || २८ || प्रकृतिगुणसमुद्धाः सज्जन्ते गुणकर्मसु । तानकृत्स्नविदो मन्दान्कृत्स्नविवशो विचालयेत् ॥२८॥,"परंतु हे महाबाहो! गुण विभाग और कर्म विभाग के तत्व को जानने वाला ज्ञानीयोगी सम्पूर्ण गुण ही गुणों में बरत रहे हैं, ऐसा समझकर उनमें आसक्त नहीं होता। २८ प्रकृति के गुणों से अत्यन्त मोहित हुए मनुष्य गुणों में और कर्मों में आसक्त रहते हैं, उन पूर्णतया न समझने वाले मन्दबुद्धि अज्ञानीयों को पूर्णतया जानने वाला ज्ञानी विचलित न करे ॥२८॥","But, O mighty-armed, the knower of the truth about the division of the modes and the division of actions does not become attached, understanding that the modes are active within the modes. (28) He, however, who has true insight into the respective spheres of Gunas (modes of Prakrti) and their actions, holding that it is the Gunas (in the shape of the senses, mind, etc.,) that move among the Gunas (objects of perception), does not get attached to them, Arjuna. (28)"
3,29,प्रकृतिगुणसमुद्धाः सज्जन्ते गुणकर्मसु । तानकृत्स्नविदो मन्दान्कृत्स्नविवशो विचालयेत् ॥२९॥,"प्रकृति के गुणों से अत्यन्त मोहित हुए मनुष्य गुणों में और कर्मों में आसक्त रहते हैं, उन पूर्णतया न समझने वाले मन्दबुद्धि अज्ञानीयों को पूर्णतया जानने वाला ज्ञानी विचलित न करे ॥२९॥",Those who are completely deluded by the Gunas (modes) of Prakrti remain attached to those Gunas and actions; the man of perfect Knowledge should not unsettle the mind of those insufficiently knowing fools. (29)
3,30,मयि सर्वाणि कर्माणि संन्यस्याध्यात्मचेतसा । निराशीरनिर्ममो भूत्वा युध्यस्व विगतज्वरः ॥३०॥,"मुझ अन्तर्मी परमात्मा में लगे हुए चित द्वारा सम्पूर्ण कर्मों को मुझ में अर्पण करके आशारहित, ममतारहित और सन्तापरहित होकर युद्ध कर ॥३०॥","Therefore, dedicating all actions to Me with your mind fixed on Me, the Self of all freed from hope and the feeling of meum and cured of mental fever, fight. (30)"
3,31,ये मे मतमिदं नित्यमुतिष्ठन्ति मानवाः । श्रद्धावन्तो जनसूयन्तो मुच्यन्ते तेऽपि कर्मभिः ॥३१॥,"जो कोई मनुष्य दोष दृष्टि से रहित और श्रद्धायुक्त होकर मेरे इस मत का सदा अनुसरण करते हैं, वे भी सम्पूर्ण कर्मों से छूट जाते हैं ॥३१॥","Even those men who, with an uncavilling and devout mind, always follow this teaching of Mine are released from the bondage of all actions. (31)"
3,32,ये तेषद्भयसूयन्तो नानुतिष्ठन्ति मे मतम्। सर्वज्ञानविमूढास्तांविद्धि नष्टानचेतसः॥३२॥,"परंतु जो मनुष्य मुझ में दोषारोपण करते हुए मेरे इस मत के अनुसार नहीं चलते हैं, उन मूर्खों को तू सम्पूर्ण ज्ञानों में मोहित और नष्ट हुए ही समझ।॥३२॥","They, however, who, finding fault with this teaching of Mine, do not follow it, take those fools to be deluded in the matter of all knowledge, and lost."
3,33,सदृष्टो चेष्टते स्वस्यः प्रकृतोज्जानवानपि। प्रकृतिं यान्ति भूतानि नियताः किं करिष्यति॥३३॥,"सभी प्राणी प्रकृति को प्राप्त होते हैं अर्थात अपने स्वभाव से परवश हुए कर्म करते हैं, ज्ञानवान भी अपनी प्रकृति के अनुसार चेष्टा करता है। फिर इसमें किसी का हठ क्या करेगा॥३३॥",All living creatures follow their tendencies; even the wise man acts according to the nature he has acquired. What can stubbornness do?
3,34,इन्द्रियस्येन्द्रियस्यार्थ रागद्वेषौ व्यवस्थितौ | तयोर्न वशमागच्छेतो हर्ष्य परिप्लुत्नौ ॥ ३४ ॥,"इन्द्रिय-इन्द्रिय के अर्थ में अर्थात् प्रत्येक इन्द्रिय के विषय में राग और द्वेष छिपे हुए स्थित हैं, मनुष्य को उन दोनों के वश में नहीं होना चाहिये, क्योंकि वे दोनों ही इसके कल्याण मार्ग में विघ्न करने वाले महान् शत्रु हैं ॥ ३४ ॥","Attraction and repulsion are rooted in all sense-objects. Man should never allow himself to be swayed by them, because they are the two principal enemies standing in the way of his redemption."
3,35,श्रेयान्स्वधर्मो विगुणः परधर्मात्स्वनुष्ठितात् | स्वधर्मे निधनं श्रेयः परधर्मो भयावहः ॥ ३५ ॥ गुणरहित भी अपना धर्म अति उत्तम है। अपने धर्म में तो मरना भी कल्याणकारक है और दूसरे का धर्म भय को देने वाला है॥३५॥,अच्छी प्रकार आचरण में लाये हुए दूसरे के धर्म से गुणरहित भी अपना धर्म अति उत्तम है। अपने धर्म में तो मरना भी कल्याणकारक है और दूसरे का धर्म भय को देने वाला है॥३५॥,"One’s own duty, though devoid of merit, is preferable to the duty of another well performed. Even death in the performance of one’s own duty brings blessedness; another’s duty is fraught with fear. (35)"
3,36,अथ केन प्रयुक्तोऽयं पापं चरति पूरुषः। अनिच्छन्नपि वार्ष्णेय बलादिव नियोजितः॥३६॥,अर्जुन बोले—हे कृष्ण! तो फिर यह मनुष्य स्वयं न चाहता हुआ भी बलात्कार से लगाये हुए की भाँति किससे प्रेरित होकर पाप का आचरण करता है?॥३६॥,"Arjuna said: Now impelled by what, Krsna, does this man commit sin even involuntarily, as though driven by force? (36)"
3,37,काम एष क्रोध एष रजोगुनसमुद्भवः। महाशनो महापाप्मा विद्ध्येनमिह वैरिणम्॥३७॥,"श्रीभगवान बोले—रजोगुण से उत्पन्न हुआ यह काम ही क्रोध है, यह बहुत खाने वाला अर्थात् भोगों से कभी न अघाने वाला और बड़ा पापी है, इसको ही तू इस विषय में वैरी जान॥३७॥","Sri Bhagavan said: It is desire begotten of the element of Rajas, which appears as wrath; nay, it is insatiable and grossly wicked. Know this to be the enemy in this case. (37)"
3,38,धूमनाग्निप्रते वहिर्द्याधर्शो मतेन च। यथोन्मेनावृतो गर्भस्तथा तेनेदमावृतम्॥३८॥ आवृतं ज्ञानमेतेन ज्ञानिनो नित्यवैरेण। कामरूपेण कौन्तेय दुष्पुरेणानलेन च॥३८॥,"जिस प्रकार धुएँ से अग्नि और मैल से दर्पण ढका जाता है तथा जिस प्रकार जेर से गर्भ ढका रहता है, वैसे ही उस काम के द्वारा यह ज्ञान ढका रहता है॥३८॥ और हे अर्जुन ! इस अग्नि के समान कभी न पूर्ण होने वाले कामरूप ज्ञानीयों के नित्य बैरी के द्वारा मनुष्य का ज्ञान ढका हुआ है ॥३८॥","As fire is covered by smoke, and a mirror by dust, and the embryo is covered by the womb, so is knowledge covered by desire. As a flame is covered by smoke, mirror by dirt, and embryo by the amnion, so is Knowledge covered by it (desire)."
3,39,आवृतं ज्ञानमेतेन ज्ञानिनो नित्यवैरिणा। कामरूपेण कौन्तेय दुष्पूरेणानलेन च।।२६॥,और हे अर्जुन ! इस अग्नि के समान कभी न पूर्ण होने वाले कामरूप ज्ञानियों के नित्य वैरी के द्वारा मनुष्य का ज्ञान ढका हुआ है ।। ३६ ।।,"And, Arjuna, Knowledge stand covered by this eternal enemy of the wise, known as desire, which is insatiable like fire."
3,40,इन्द्रियाणि मनो बुद्धिरस्याधिष्ठानमुच्यते। एतेर्विमोहयत्येष ज्ञानमावृत्य देहिनम्॥४०॥,"इन्द्रियाँ, मन और बुद्धि—ये सब इसके वासस्थान कहे जाते हैं। यह काम इन मन, बुद्धि और इन्द्रियों द्वारा ही ज्ञान को आच्छादित करके जीवात्मा को मोहित करता है ॥४०॥","The senses, mind and intellect are said to be its seat; these delude the embodied soul, covering the knowledge."
3,41,तस्मात्त्वमिन्द्रियाण्यादौ नियम्य भरतर्षभ | पापमां प्रजहि हेनं ज्ञानविज्ञाननाशनम् ॥४१॥,इसलिए हे अर्जुन! तू पहले इन्द्रियों को वश में करके इस ज्ञान और विज्ञान का नाश करने वाले महान पापी काम को अवश्य ही बलपूर्वक मार डाल ॥४१॥,"Therefore, Arjuna, you must first control your senses; and then kill this evil thing which obstructs Jñāna (Knowledge of the Absolute or Nirguna Brahma) and vijñāna (Knowledge of Sakar Brahma or manifest Divinity). (41)"
3,42,"इन्द्रियौं को स्थूल शरीर से परे यानि श्रेष्ठ, बलवान् और सूक्ष्म कहते हैं; इन इन्द्रियों से परे मन है, मन से भी परे बुद्धि है और जो बुद्धि से भी अन्न्यन्त परे है वह आत्मा है ॥४२॥","इन्द्रियौं को स्थूल शरीर से परे यानि श्रेष्ठ, बलवान् और सूक्ष्म कहते हैं; इन इन्द्रियों से परे मन है, मन से भी परे बुद्धि है और जो बुद्धि से भी अन्न्यन्त परे है वह आत्मा है।",The senses are said to be greater than the body; but greater than the senses is the mind. Greater than the mind is the intellect; and what is greater than the intellect is he (the Self).
3,43,एवं बुद्धे परं बुद्ध्वा संस्तभ्यात्मानमात्मना। जहि शत्रुं महाबाहो कामरूपं दुरासदम्॥४३॥,"इस प्रकार बुद्धि से परे अर्थात् सूक्ष्म, बलवान् और अत्यन्त श्रेष्ठ आत्मा को जानकर और बुद्धि के द्वारा मन को वश में करके हे महाबाहो! तू इस कामरूप दुर्जय शत्रु को मार डाल।","Thus, Arjuna, knowing that which is higher than the intellect and subduing the mind by reason, kill this enemy in the form of Desire that is hard to overcome."
4,1,इमं विवस्वते योगं प्रोक्तवानहमव्ययम् | विवस्वान्मनवे प्राह मनुरिक्ष्वाकुजेव्रवीत || 1 ||,"श्री भगवान बोले—मैंने इस अविनाशी योग को सूर्य से कहा था, सूर्य ने अपने पुत्र वैवस्वत मनु से कहा और मनु ने अपने पुत्र राजा इक्ष्वाकु से कहा ||1||",Sri Bhagavan said: I taught this immortal Yoga to Vivasvan (Sun-god); Vivasvan conveyed it to Manu (his son); and Manu imparted it to (his son) Iksvaku.
4,2,एवं परम्पराप्राप्तमिमं राजर्षयो विदुः । स कालेनेह महता योगो नष्टः परंतप ॥२॥,हे परन्तप अर्जुन ! इस प्रकार परम्परा से प्राप्त इस योग को राजर्षियों ने जाना; किंतु उसके बाद वह योग बहुत काल से इस पृथ्वी लोक में लुप्तप्राय हो गया ॥२॥,"Thus transmitted in succession from father to son, Arjuna, this Yoga remained known to the Rajarsis (royal sages). It has, however, long since disappeared from this earth. (2)"
4,3,स एवायं मया तेज्ञ योगः प्रोक्तः पुरातनः । भक्तोऽसि मे सखा चेति रहस्यं ह्येतदुत्तमम् ॥३॥,"तू मेरा भक्त और प्रिय सखा है, इसलिए वही यह पुरातन योग आज मैंने तुझको कहा है; क्योंकि यह बड़ा ही उत्तम रहस्य है अर्थात् गुप्त रखने योग्य विषय है ॥३॥","The same ancient Yoga has this day been imparted to you by Me, because you are My devotee and friend; and also because this is a supreme secret. (3)"
4,4,अपरं भवतो जन्म परं जन्म विवस्वतः। कथमेतद्विजानीयां त्वमादौ प्रोक्तवानिति।।४।।,अर्जुन बोले— आपका जन्म तो अवर्चीन—अभी हाल का है और सूर्य का जन्म बहुत पुराना है अर्थात् कल्प के आदि में हो चुका था; तब मैं इस बात को कैसे समझूँ कि आप ही ने कल्प के आदि में सूर्य से यह योग कहा था।।४।।,"Arjuna said: You are of recent origin, while the birth of Vivasvan dates back to remote antiquity. How, then, am I to believe that You taught this Yoga at the beginning of creations?"
4,5,बहूनि मे व्यतीतानि जन्मानि तव चार्जुन। तान्यहं वेद सर्वाणि न त्वं वेथ परंतप।।५।।,श्रीभगवान बोले— हे परन्तप अर्जुन! मेरे और तेरे,"The Blessed Lord said: Many, many births both you and I have passed. I can remember all of them, but you cannot, O subduer of the enemy."
4,6,अजोऽपि सन्नव्ययात्मा भूतानामीश्वरःऽपि सन् । प्रकृतिं स्वामधिष्ठाय संभवाम्यात्ममायया ॥६॥,मैं अजन्मा और अविनाशी स्वरूप होते हुए भी तथा समस्त प्राणियों का ईश्वर होते हुए भी अपनी प्रकृति को अधीन करके अपनी योगमाया से प्रकट होता हूँ ॥६॥,"Though birthless and deathless, and the Lord of all beings, I manifest Myself through My own Yogamaya (divine potency), keeping My Nature (Prakrti) under control. (6)"
4,7,यदा यदा हि धर्मस्य ग्लानिर्भवति भारत। अभ्युत्थानमधर्मस्य तदात्मानं सृजाम्यहम्॥७॥,"हे भारत ! जब-जब धर्म की हानि और अधर्म की वृद्धि होती है, तब-तब ही मैं अपने रूप को रचता हूँ अर्थात् साकार रूप से लोगों के सम्मुख प्रकट होता हूँ ॥७॥","Arjuna, whenever righteousness is on the decline, and unrighteousness is in the ascendant, then I body Myself forth. (7)"
4,8,परित्राणाय साधूनां विनाशाय च दुष्कृताम्। धर्मसंस्थापनार्थाय सम्भवामि युगे युगे॥८॥,"साधु पुरुषों का उद्धार करने के लिये, पाप-कर्म करने वालों का विनाश करने के लिये और धर्म की अच्छी तरह से स्थापना करने के लिये मैं युग-युग में प्रकट हुआ करता हूँ ॥८॥","For the protection of the virtuous, for the extirpation of evil-doers, and for establishing Dharma (righteousness) on a firm footing, I born from age to age. (8)"
4,9,जन्म कर्म च मे दिव्यमेवं यो वेत्ति तत्त्वतः | त्यक्त्वा देहं पुनर्जन्म नैति मामेति सोऽर्जुन || ९ ||,"हे अर्जुन ! मेरे जन्म और कर्म दिव्य अर्थात् निर्मल और अलौकिक हैं—इस प्रकार जो मनुष्य तत्त्व से जान लेता है, वह शरीर को त्यागकर फिर जन्म को प्राप्त नहीं होता, किंतु मुझे ही प्राप्त होता है ॥ ९ ॥","Arjuna, My birth and activities are divine. he who knows this in reality is not reborn on leaving his body, but comes to Me."
4,10,वीतरागभयक्रोधा मन्मया मामुपाश्रिताः | बहवो ज्ञानतपसा पूता मद्भावमागताः || १० ||,"पहले भी, जिनके राग, भय और क्रोध सर्वथा नष्ट हो गये थे और जो मुझ में अनन्य प्रेमपूर्वक स्थित रहते थे, ऐसे मेरे आश्रित रहने वाले बहुत से भक्त उपयुक्त ज्ञानरूप तपसे पवित्र होकर मेरे स्वरूप हो प्राप्त हो चुके हैं ॥ १० ॥","Completely rid of passion, fear and anger, wholly absorbed in me, depending on me, and purified by the penance of wisdom, many have become one with me even in the past."
4,11,ये यथा मां प्रपद्यन्ते तांस्तथैव भजाम्यहम्। मम वर्त्मानुवर्तन्ते मनुष्याः पार्थ सर्वशः॥११॥,"हे अर्जुन! जो भक्त मुझे जिस प्रकार भजते हैं, मैं भी उनको उसी प्रकार भजता हूँ; क्योंकि सभी मनुष्य सब प्रकार से मेरे ही मार्ग का अनुसरण करते हैं॥११॥","Arjuna, howsoever men seek Me; even so do I approach them; for all men follow My path in every way."
4,12,काङ्क्षन्तः कर्मणां सिद्धिं यजन्त इह देवताः। क्षिप्रं हि मानुषे लोके सिद्धिर्भवति कर्मजा॥१२॥ कर्मों से उत्पन्न होने वाली सिद्धि शीघ्र मिल जाती है ॥१२॥,इस मनुष्य लोक में कर्मों के फल को चाहने वाले लोग देवताओं का पूजन किया करते हैं; क्योंकि उनको In this world of human beings; men seeking the fruition of their activities worship the gods; for success born of actions follow quickly.,"In this world, the gods are eager for the success of works; indeed, in the human world, success is born of works. In this world of human beings; men seeking the fruition of their activities worship the gods; for success born of actions follow quickly."
4,13,चातुर्वर्ण्यं मया सृष्टं गुणकर्मविभागशः | तस्य कर्तारमपि मां विद्ध्यकर्तारमव्ययम् ॥१३॥,"ब्राह्मण, क्षत्रिय, वैश्य और शूद्र—इन चार वर्णों का समूह, गुण और कर्मों के विभागपूर्वक मेरे द्वारा रचा गया है। इस प्रकार उस सृष्टि-रचनादि कर्म का कर्ता होने पर भी मुझ अविनाशी परमेश्वर को तू वास्तव में अकर्ता ही जान॥१३॥","The four orders of society (the Brahmana, the Ksatriya, the Vaisya and the Sudra) were created by Me classifying them according to the mode of Prakrti predominant in each and apportioning corresponding duties to them;"
4,14,न मां कर्माणि लिम्पन्ति न मे कर्मफले स्पृहा । इति मां योऽभिजानाति कर्मभिर्न स बध्यते ॥१४॥,"कर्मों के फल में मेरी स्पृहा नहीं है, इसलिए मुझे कर्म लिप्त नहीं करते—इस प्रकार जो मुझे तत्त्व से जान लेता है, वह भी कर्मों से नहीं बँधता ॥१४॥","Since I have no craving for the fruit of actions; actions do not contaminate Me, Even he who thus knows Me in reality is not bound by actions."
4,15,एवं ज्ञात्वा कृतं कर्म पूर्वैरपि मुमुक्षुभिः । कुरु कर्मैव तस्मात् पूर्वेः पूर्वतरं कृतम् ॥१५॥,पूर्वकाल के मुमुक्षुओं ने भी इस प्रकार जानकर ही कर्म किये हैं। इसलिए तू भी पूर्वजों द्वारा सदा से किये जाने वाले कर्मों को ही कर ॥१५॥,"Having known thus, action was performed even by the ancient seekers for liberation;"
4,16,किं कर्म किंकर्मेति कवयोऽप्यत्र मोहिताः । तत्ते कर्म प्रवक्ष्यामि यज्ज्ञात्वा मोक्ष्यसेऽशुभात् ॥१६॥,"कर्म क्या है? और अकर्म क्या है? – इस प्रकार इसका निर्णय करने में बुद्धिमान् पुरुष भी मोहित हो जाते हैं। इसलिए वह कर्मतत्त्व में तुझे भलीभाँति समझाकर कहूँगा, जिसे जानकर तू अशुभ से अर्थात् कर्मबन्धन से मुक्त हो जायेगा॥१६॥","What is action and what is inaction? Even men of intelligence are puzzled over this question. Therefore, I shall expound to you the truth about action, knowing which you will be freed from its evil effect (binding nature)."
4,17,कर्मणो ह्यपि बोद्धव्यं बोद्धव्यं च विकर्मणः। अकर्मणश्च बोद्धव्यं गहना कर्मणो गतिः॥१७॥,कर्म का स्वरूप भी जानना चाहिये और अकर्म का स्वरूप भी जानना चाहिये; तथा निषिद्ध कर्म का स्वरूप भी जानना चाहिये; क्योंकि कर्म की गति गहन है॥ १७॥,The truth about action must be known and the truth of inaction also must be known; even so the truth about prohibited action must be known. For mysterious are the ways of action. (17)
4,18,कर्मण्यकर्म यः पश्येदकर्मणि च कर्म यः। स बुद्धिमान्मनुष्येषु स युक्तः कृत्स्नकर्मकृत्॥१८॥,"जो मनुष्य कर्म में अकर्म देखता है और जो अकर्म में कर्म देखता है, वह मनुष्यों में बुद्धिमान है और वह योगी समस्त कर्मों को करने वाला है।","He who sees inaction in action, and action in inaction, is wise among men; he is a yogi, who has performed all action."
4,19,यस्म सर्वे समारम्भाः कामसंकल्पवर्जिताः | ज्ञानिनिदधकर्माणं तमाहुः पण्डितं बुधाः || १९ ||,"जिसके सम्पूर्ण शास्त्रसम्मत कर्म बिना कामना और संकल्प के होते हैं तथा जिसके समस्त कर्म ज्ञानरूप अग्नि के द्वारा भस्म हो गये हैं, उस महापुरुष को ज्ञानीजन भी पण्डित कहते हैं || १९ ||","Even the wise call him a sage, whose undertaking are all free from desire and thoughts of the world, and whose actions are burnt up by the fire of wisdom. (19)"
